Date,ID,Frequency,Age,Sex,Sale,Prefecture,Area,Category
2018/7/12,372,3,33,Male,5194,Kanagawa,Kanto,Office Supplies
2018/9/23,372,4,33,Male,15675,Chiba,Kanto,Commodity
2018/1/19,373,1,31,Male,2452,Hiroshima,Tyugoku,Commodity
2018/3/31,373,2,31,Male,3134,Miyagi,Touhoku,Furniture
2018/5/12,373,3,31,Male,10169,Iwate,Touhoku,Furniture
2018/6/27,373,4,31,Male,25700,Tokushima,Shikoku,Commodity
2018/9/15,373,5,31,Male,2240,Mie,Kansai,Office Supplies
2018/10/1,374,1,25,Male,1917,Nagono,Tyubu,Office Supplies
2018/6/18,375,1,52,Female,89263,Osaka,Kansai,Furniture
2018/2/10,376,1,52,Male,2429,Ehime,Shikoku,Office Supplies
2018/6/18,376,2,52,Male,8397,Niigata,Tyubu,Commodity
2018/11/16,376,3,52,Male,14104,Hyogo,Kansai,Commodity
2018/6/19,377,1,48,Female,3820,Tokyo,Kanto,Office Supplies
2018/8/28,378,1,40,Male,5301,Shizuoka,Tyubu,Office Supplies
